"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HDFCBANK","EQ","29-Aug-2019","       2247.50","       2246.00","       2253.70","       2220.30","       2225.50","       2226.95","       2236.05","    3695929","          8264299893.80","     156003","    2120121","         57.36"
"HDFCBANK","EQ","30-Aug-2019","       2226.95","       2233.50","       2260.00","       2222.00","       2231.90","       2227.95","       2238.30","    4808330","         10762486798.15","     161307","    2865953","         59.60"
"HDFCBANK","EQ","03-Sep-2019","       2227.95","       2220.00","       2221.00","       2196.15","       2200.50","       2210.95","       2210.20","    2857169","          6314928163.20","     154531","    1973739","         69.08"
"HDFCBANK","EQ","04-Sep-2019","       2210.95","       2207.00","       2274.00","       2199.00","       2244.00","       2247.75","       2242.36","    3765176","          8442880812.75","     147126","    1806149","         47.97"
"HDFCBANK","EQ","05-Sep-2019","       2247.75","       2249.00","       2272.40","       2225.00","       2232.00","       2235.15","       2249.57","    4324063","          9727276037.70","     132274","    2233304","         51.65"
"HDFCBANK","EQ","06-Sep-2019","       2235.15","       2228.00","       2256.60","       2221.30","       2241.75","       2245.90","       2240.48","    3217501","          7208762089.60","     129381","    1963939","         61.04"
"HDFCBANK","EQ","09-Sep-2019","       2245.90","       2246.00","       2260.90","       2216.10","       2245.15","       2249.60","       2246.95","    2660851","          5978807001.45","      86620","    1419605","         53.35"
"HDFCBANK","EQ","11-Sep-2019","       2249.60","       2274.00","       2274.00","       2241.15","       2246.00","       2251.30","       2254.26","    3802279","          8571339383.15","     169443","    2480806","         65.25"
"HDFCBANK","EQ","12-Sep-2019","       2251.30","       2250.70","       2288.80","       2248.15","       2267.95","       2270.85","       2271.76","    4533075","         10298073928.05","     166034","    3043908","         67.15"
"HDFCBANK","EQ","13-Sep-2019","       2270.85","       2251.00","       2267.45","       2238.00","       2259.80","       2257.45","       2252.89","    3842835","          8657474067.90","     164332","    2253074","         58.63"
"HDFCBANK","EQ","16-Sep-2019","       2257.45","       2251.90","       2262.65","       2241.00","       2243.00","       2244.15","       2250.46","    2757546","          6205756889.05","     131945","    1635667","         59.32"
"HDFCBANK","EQ","17-Sep-2019","       2244.15","       2247.90","       2248.50","       2198.10","       2220.00","       2211.35","       2220.32","    2664139","          5915245203.75","     141227","    1442352","         54.14"
"HDFCBANK","EQ","18-Sep-2019","       2211.35","       2217.30","       2224.15","       2180.00","       2188.00","       2187.75","       2203.61","    3239971","          7139638886.90","     155878","    1584011","         48.89"
"HDFCBANK","EQ","19-Sep-2019","       2187.75","       1099.90","       1107.05","       1084.00","       1100.05","       1101.05","       1093.79","    5311655","          5809819672.10","     172428","    2433720","         45.82"
"HDFCBANK","EQ","20-Sep-2019","       1101.05","       1108.00","       1209.90","       1105.40","       1202.00","       1199.60","       1174.97","   23075017","         27112448513.50","     495257","   10624318","         46.04"
"HDFCBANK","EQ","23-Sep-2019","       1199.60","       1259.55","       1282.70","       1229.00","       1255.30","       1257.25","       1257.31","   20960205","         26353536485.20","     399302","   11470765","         54.73"
"HDFCBANK","EQ","24-Sep-2019","       1257.25","       1250.00","       1261.95","       1227.55","       1252.15","       1253.80","       1244.36","   11689524","         14546003120.90","     253765","    6331061","         54.16"
"HDFCBANK","EQ","25-Sep-2019","       1253.80","       1249.90","       1249.90","       1230.10","       1240.00","       1239.70","       1238.04","    7804488","          9662249393.10","     188354","    4384523","         56.18"
"HDFCBANK","EQ","26-Sep-2019","       1239.70","       1239.80","       1275.00","       1236.35","       1246.00","       1242.50","       1249.50","   15335780","         19162065306.60","     267570","    6818174","         44.46"
"HDFCBANK","EQ","27-Sep-2019","       1242.50","       1248.25","       1253.50","       1237.60","       1245.60","       1244.20","       1245.87","    7436585","          9264982098.75","     181792","    4340632","         58.37"
"HDFCBANK","EQ","30-Sep-2019","       1244.20","       1228.80","       1240.00","       1216.50","       1227.50","       1227.45","       1229.60","    9109229","         11200672638.85","     213075","    6091881","         66.88"
"HDFCBANK","EQ","01-Oct-2019","       1227.45","       1231.50","       1255.00","       1221.10","       1250.20","       1248.80","       1241.11","    9384176","         11646764342.20","     237310","    4624217","         49.28"
"HDFCBANK","EQ","03-Oct-2019","       1248.80","       1239.95","       1243.80","       1216.35","       1222.90","       1223.55","       1227.27","    8149438","         10001593148.15","     288240","    4297804","         52.74"
"HDFCBANK","EQ","04-Oct-2019","       1223.55","       1236.65","       1239.60","       1185.30","       1189.75","       1189.70","       1209.48","    9201816","         11129384400.75","     257533","    4831347","         52.50"
"HDFCBANK","EQ","07-Oct-2019","       1189.70","       1201.20","       1219.85","       1181.15","       1184.55","       1186.90","       1201.38","   11256610","         13523469540.25","     216482","    5007897","         44.49"
"HDFCBANK","EQ","09-Oct-2019","       1186.90","       1197.10","       1229.90","       1190.00","       1228.20","       1228.15","       1211.14","    8713635","         10553402882.70","     241068","    4674399","         53.64"
"HDFCBANK","EQ","10-Oct-2019","       1228.15","       1221.80","       1225.95","       1197.20","       1203.00","       1200.55","       1204.54","    5778429","          6960322085.70","     173146","    3089486","         53.47"
"HDFCBANK","EQ","11-Oct-2019","       1200.55","       1213.40","       1224.00","       1188.95","       1198.15","       1198.80","       1206.12","    8593159","         10364407655.40","     195427","    4487710","         52.22"
"HDFCBANK","EQ","14-Oct-2019","       1198.80","       1209.00","       1219.90","       1197.40","       1204.40","       1204.40","       1211.27","    6133901","          7429783513.00","     159516","    3049256","         49.71"
"HDFCBANK","EQ","15-Oct-2019","       1204.40","       1207.00","       1225.00","       1206.85","       1223.70","       1223.05","       1217.66","    4200187","          5114380372.85","     121277","    2048447","         48.77"
"HDFCBANK","EQ","16-Oct-2019","       1223.05","       1231.65","       1235.00","       1210.10","       1221.50","       1221.10","       1222.27","    5293408","          6469999257.40","     158557","    2351286","         44.42"
"HDFCBANK","EQ","17-Oct-2019","       1221.10","       1227.50","       1229.85","       1213.10","       1221.50","       1220.00","       1221.84","    6121807","          7479843101.35","     174349","    3289207","         53.73"
"HDFCBANK","EQ","18-Oct-2019","       1220.00","       1225.45","       1233.85","       1220.35","       1229.00","       1229.00","       1227.68","    5616903","          6895782776.90","     126554","    3117700","         55.51"
"HDFCBANK","EQ","22-Oct-2019","       1229.00","       1257.00","       1257.00","       1232.60","       1239.90","       1239.30","       1244.30","   10003114","         12446872787.75","     235749","    5139082","         51.37"
"HDFCBANK","EQ","23-Oct-2019","       1239.30","       1246.85","       1249.75","       1233.00","       1245.00","       1241.60","       1242.17","    5095107","          6329004764.70","     165735","    2808097","         55.11"
"HDFCBANK","EQ","24-Oct-2019","       1241.60","       1248.00","       1254.15","       1226.35","       1235.00","       1236.10","       1241.78","    6553747","          8138285935.25","     169086","    2964030","         45.23"
"HDFCBANK","EQ","25-Oct-2019","       1236.10","       1240.00","       1246.85","       1220.00","       1227.90","       1229.00","       1234.93","    6496771","          8023045591.75","     168865","    3674313","         56.56"
"HDFCBANK","EQ","27-Oct-2019","       1229.00","       1239.95","       1241.90","       1235.00","       1238.00","       1237.70","       1238.06","     875425","          1083824484.40","      32899","     478938","         54.71"
"HDFCBANK","EQ","29-Oct-2019","       1237.70","       1238.00","       1257.35","       1237.70","       1242.55","       1242.50","       1246.85","    7116284","          8872915232.80","     163100","    4595216","         64.57"
"HDFCBANK","EQ","30-Oct-2019","       1242.50","       1246.90","       1262.70","       1243.00","       1249.80","       1248.35","       1253.11","    6005683","          7525760735.85","     153142","    3382532","         56.32"
"HDFCBANK","EQ","31-Oct-2019","       1248.35","       1257.70","       1263.90","       1227.10","       1230.00","       1230.35","       1247.19","    6608853","          8242505540.00","     149423","    3851537","         58.28"
"HDFCBANK","EQ","01-Nov-2019","       1230.35","       1239.00","       1243.75","       1227.60","       1243.00","       1240.05","       1235.87","    5756130","          7113824716.75","     144831","    3699600","         64.27"
"HDFCBANK","EQ","04-Nov-2019","       1240.05","       1246.45","       1250.00","       1229.05","       1237.95","       1236.85","       1239.18","    4967588","          6155741415.20","     160851","    2736666","         55.09"
"HDFCBANK","EQ","05-Nov-2019","       1236.85","       1241.00","       1244.80","       1229.05","       1240.00","       1239.50","       1236.72","    6183905","          7647753429.00","     116040","    4013870","         64.91"
"HDFCBANK","EQ","06-Nov-2019","       1239.50","       1242.45","       1259.00","       1228.05","       1256.50","       1256.65","       1243.91","    6065168","          7544516054.50","     106886","    3530632","         58.21"
"HDFCBANK","EQ","07-Nov-2019","       1256.65","       1261.00","       1269.70","       1250.00","       1262.05","       1263.70","       1260.30","    8481517","         10689227499.00","     158059","    5309958","         62.61"
"HDFCBANK","EQ","08-Nov-2019","       1263.70","       1259.00","       1267.00","       1251.45","       1254.85","       1255.60","       1258.28","    6625748","          8337070329.90","     123060","    4276184","         64.54"
"HDFCBANK","EQ","11-Nov-2019","       1255.60","       1252.55","       1268.50","       1250.50","       1265.30","       1264.75","       1260.58","    7143305","          9004703936.15","      87967","    5175501","         72.45"
"HDFCBANK","EQ","13-Nov-2019","       1264.75","       1261.95","       1270.00","       1253.60","       1258.00","       1257.55","       1260.90","    4646748","          5859068447.60","     123817","    2809517","         60.46"
"HDFCBANK","EQ","14-Nov-2019","       1257.55","       1263.80","       1277.00","       1257.20","       1275.00","       1273.90","       1267.09","    5527609","          7003995795.10","     124827","    2793186","         50.53"
"HDFCBANK","EQ","15-Nov-2019","       1273.90","       1283.85","       1285.00","       1271.10","       1279.75","       1277.90","       1279.78","    4639506","          5937530374.55","     116607","    2357045","         50.80"
"HDFCBANK","EQ","18-Nov-2019","       1277.90","       1277.00","       1279.45","       1258.70","       1262.65","       1262.05","       1264.60","    4565146","          5773101976.90","     143584","    2914231","         63.84"
"HDFCBANK","EQ","19-Nov-2019","       1262.05","       1265.30","       1275.00","       1261.10","       1274.75","       1271.90","       1269.59","    5285289","          6710158704.45","     130282","    3543343","         67.04"
"HDFCBANK","EQ","20-Nov-2019","       1271.90","       1273.00","       1282.95","       1267.00","       1275.00","       1273.35","       1274.00","    5527129","          7041572649.20","     109397","    3707282","         67.07"
"HDFCBANK","EQ","21-Nov-2019","       1273.35","       1270.25","       1287.00","       1268.35","       1281.95","       1283.35","       1279.30","    6009763","          7688314981.00","     128228","    3782409","         62.94"
"HDFCBANK","EQ","22-Nov-2019","       1283.35","       1283.65","       1283.65","       1262.00","       1266.50","       1264.75","       1269.56","    3844005","          4880191775.15","     101153","    2523967","         65.66"
"HDFCBANK","EQ","25-Nov-2019","       1264.75","       1264.15","       1279.50","       1264.15","       1272.90","       1271.10","       1272.73","    3946778","          5023175474.65","     112947","    2229882","         56.50"
"HDFCBANK","EQ","26-Nov-2019","       1271.10","       1278.45","       1279.75","       1266.95","       1276.00","       1275.05","       1273.47","    4358001","          5549764593.35","     162619","    2724001","         62.51"
"HDFCBANK","EQ","27-Nov-2019","       1275.05","       1276.00","       1285.75","       1271.20","       1278.60","       1278.40","       1277.74","    4790333","          6120781425.40","     123094","    3146643","         65.69"
"HDFCBANK","EQ","28-Nov-2019","       1278.40","       1280.20","       1283.05","       1262.00","       1267.75","       1265.30","       1269.05","    6183020","          7846573348.95","     126121","    3861436","         62.45"
"HDFCBANK","EQ","29-Nov-2019","       1265.30","       1267.70","       1279.90","       1252.00","       1275.00","       1274.95","       1267.91","    7783813","          9869209147.60","     179493","    4492258","         57.71"
"HDFCBANK","EQ","02-Dec-2019","       1274.95","       1273.95","       1273.95","       1258.60","       1262.55","       1265.75","       1265.00","    4473102","          5658467295.00","     140206","    2821604","         63.08"
"HDFCBANK","EQ","03-Dec-2019","       1265.75","       1268.20","       1269.00","       1253.80","       1255.10","       1255.40","       1257.55","    3495953","          4396324269.00","     145022","    2455214","         70.23"
"HDFCBANK","EQ","04-Dec-2019","       1255.40","       1252.50","       1256.90","       1234.20","       1251.65","       1251.65","       1244.89","    5697807","          7093157131.20","     160001","    3431195","         60.22"
"HDFCBANK","EQ","05-Dec-2019","       1251.65","       1255.60","       1258.75","       1240.75","       1244.90","       1245.60","       1249.82","    6386247","          7981674760.30","     135982","    2989674","         46.81"
"HDFCBANK","EQ","06-Dec-2019","       1245.60","       1248.95","       1260.00","       1238.20","       1245.40","       1246.05","       1250.90","    6887325","          8615373629.10","     148575","    4626402","         67.17"
"HDFCBANK","EQ","09-Dec-2019","       1246.05","       1249.50","       1249.85","       1237.55","       1243.50","       1242.95","       1242.41","    4132675","          5134473126.30","      91238","    2690691","         65.11"
"HDFCBANK","EQ","10-Dec-2019","       1242.95","       1251.00","       1253.65","       1245.10","       1250.10","       1249.50","       1249.14","    4894450","          6113859550.55","     137774","    3433356","         70.15"
"HDFCBANK","EQ","11-Dec-2019","       1249.50","       1250.10","       1254.00","       1242.50","       1250.55","       1248.75","       1248.04","    5527321","          6898336218.40","     160384","    4132402","         74.76"
"HDFCBANK","EQ","12-Dec-2019","       1248.75","       1253.00","       1269.45","       1253.00","       1265.80","       1263.60","       1261.92","    6456574","          8147695875.65","     142217","    4174002","         64.65"
