"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"SUNPHARMA","EQ","20-Jun-2019","        375.20","        368.00","        392.20","        368.00","        389.00","        390.50","        383.66","    8109029","          3111122641.80","     108867"
"SUNPHARMA","EQ","21-Jun-2019","        390.50","        388.90","        391.70","        381.05","        384.00","        382.80","        384.06","    5389874","          2070054515.85","      80571"
"SUNPHARMA","EQ","24-Jun-2019","        382.80","        381.80","        385.40","        377.50","        383.20","        383.45","        381.49","    3702836","          1412577372.50","      85717"
"SUNPHARMA","EQ","25-Jun-2019","        383.45","        382.50","        387.50","        377.55","        384.40","        385.75","        382.34","    4480306","          1712982568.70","      70562"
"SUNPHARMA","EQ","26-Jun-2019","        385.75","        385.00","        403.55","        384.65","        398.70","        399.45","        397.52","    9571797","          3804954321.05","     115235"
"SUNPHARMA","EQ","27-Jun-2019","        399.45","        399.05","        405.40","        394.75","        402.90","        402.80","        401.35","    7651785","          3071082103.25","     100219"
"SUNPHARMA","EQ","28-Jun-2019","        402.80","        404.90","        409.80","        398.15","        401.35","        400.95","        404.22","    7283442","          2944139196.75","      87373"
"SUNPHARMA","EQ","01-Jul-2019","        400.95","        402.00","        406.50","        401.50","        405.40","        405.35","        404.33","    2254468","           911553703.60","      36905"
"SUNPHARMA","EQ","02-Jul-2019","        405.35","        404.85","        407.00","        391.15","        394.70","        395.55","        395.77","    5539613","          2192436815.65","      77413"
"SUNPHARMA","EQ","03-Jul-2019","        395.55","        397.40","        399.15","        393.10","        395.50","        395.70","        395.74","    2683086","          1061798270.95","      50056"
"SUNPHARMA","EQ","04-Jul-2019","        395.70","        396.70","        398.05","        391.20","        391.50","        392.10","        393.17","    3308295","          1300713459.45","      51761"
"SUNPHARMA","EQ","05-Jul-2019","        392.10","        393.50","        394.40","        373.40","        375.25","        375.25","        383.11","    5446432","          2086556488.10","      95652"
"SUNPHARMA","EQ","08-Jul-2019","        375.25","        375.00","        380.90","        365.40","        368.00","        366.80","        370.54","    7355520","          2725488778.50","      93616"
"SUNPHARMA","EQ","09-Jul-2019","        366.80","        367.00","        395.00","        367.00","        387.00","        386.40","        385.21","   15428006","          5943056868.50","     173961"
"SUNPHARMA","EQ","10-Jul-2019","        386.40","        386.00","        397.35","        380.60","        390.45","        392.20","        389.98","   10202064","          3978605224.45","     128191"
"SUNPHARMA","EQ","11-Jul-2019","        392.20","        394.90","        400.35","        390.30","        398.40","        398.15","        395.37","    7759443","          3067850283.45","      92372"
"SUNPHARMA","EQ","12-Jul-2019","        398.15","        400.50","        411.50","        397.35","        407.55","        407.70","        404.98","   13549864","          5487383629.45","     171556"
"SUNPHARMA","EQ","15-Jul-2019","        407.70","        416.25","        427.70","        413.65","        420.40","        422.95","        421.48","   18269604","          7700236193.30","     211270"
"SUNPHARMA","EQ","16-Jul-2019","        422.95","        420.80","        435.00","        418.65","        434.05","        433.30","        427.76","    8630766","          3691901522.00","     112273"
"SUNPHARMA","EQ","17-Jul-2019","        433.30","        433.00","        436.30","        428.10","        429.65","        430.05","        432.41","    6500759","          2810978546.35","      88298"
"SUNPHARMA","EQ","18-Jul-2019","        430.05","        430.05","        432.90","        424.65","        425.45","        426.20","        428.05","    4711395","          2016716798.70","     100610"
"SUNPHARMA","EQ","19-Jul-2019","        426.20","        427.00","        429.40","        416.05","        421.15","        421.35","        421.72","    5104476","          2152645630.15","      75455"
"SUNPHARMA","EQ","22-Jul-2019","        421.35","        419.10","        443.30","        419.00","        430.00","        430.25","        433.32","   10420113","          4515273590.60","     141910"
"SUNPHARMA","EQ","23-Jul-2019","        430.25","        431.00","        435.50","        427.10","        428.65","        430.25","        431.10","    6698368","          2887667934.00","      91803"
"SUNPHARMA","EQ","24-Jul-2019","        430.25","        430.00","        432.45","        421.70","        425.45","        425.55","        425.76","    5319256","          2264721160.30","      66147"
"SUNPHARMA","EQ","25-Jul-2019","        425.55","        425.80","        439.70","        425.55","        437.25","        437.15","        434.29","   11412685","          4956371225.75","     132935"
"SUNPHARMA","EQ","26-Jul-2019","        437.15","        437.00","        442.20","        433.10","        440.30","        439.95","        438.54","    5094438","          2234108413.70","      66486"
"SUNPHARMA","EQ","29-Jul-2019","        439.95","        440.00","        441.70","        429.20","        431.00","        431.05","        432.05","    4448863","          1922120623.25","      56012"
"SUNPHARMA","EQ","30-Jul-2019","        431.05","        430.00","        441.30","        405.00","        410.35","        410.35","        424.73","    9461831","          4018742056.30","     122333"
"SUNPHARMA","EQ","31-Jul-2019","        410.35","        410.00","        428.80","        409.00","        426.05","        426.75","        421.90","    7746831","          3268396837.75","     118535"
"SUNPHARMA","EQ","01-Aug-2019","        426.75","        424.80","        427.75","        418.00","        424.95","        425.10","        422.29","    3635110","          1535068103.20","      85351"
"SUNPHARMA","EQ","02-Aug-2019","        425.10","        422.90","        426.50","        417.35","        420.00","        420.65","        421.96","    3490912","          1473027768.60","      64622"
"SUNPHARMA","EQ","05-Aug-2019","        420.65","        417.65","        423.75","        411.05","        416.75","        417.15","        417.68","    4784904","          1998544356.35","      82085"
"SUNPHARMA","EQ","06-Aug-2019","        417.15","        416.00","        422.45","        414.50","        417.80","        418.20","        418.42","    3204070","          1340638399.20","      83821"
"SUNPHARMA","EQ","07-Aug-2019","        418.20","        421.00","        429.00","        418.10","        419.75","        421.05","        423.68","    5431353","          2301164508.50","      88870"
"SUNPHARMA","EQ","08-Aug-2019","        421.05","        424.00","        428.20","        418.15","        427.05","        426.45","        422.86","    3157083","          1335015312.55","      55223"
"SUNPHARMA","EQ","09-Aug-2019","        426.45","        428.00","        430.35","        418.45","        422.50","        422.00","        424.17","    3434604","          1456845592.05","      52089"
"SUNPHARMA","EQ","13-Aug-2019","        422.00","        421.50","        444.50","        420.75","        438.35","        439.25","        434.82","   13211835","          5744724362.25","     186160"
"SUNPHARMA","EQ","14-Aug-2019","        439.25","        440.00","        441.00","        408.05","        416.50","        417.15","        418.02","   16173302","          6760844325.45","     207289"
"SUNPHARMA","EQ","16-Aug-2019","        417.15","        419.40","        421.40","        410.00","        413.40","        414.70","        414.43","    6536156","          2708786522.15","     111799"
"SUNPHARMA","EQ","19-Aug-2019","        414.70","        424.75","        434.20","        421.00","        426.00","        426.00","        427.06","   11584821","          4947424996.85","     159019"
"SUNPHARMA","EQ","20-Aug-2019","        426.00","        426.00","        426.50","        417.30","        420.80","        420.90","        421.60","    5151625","          2171945238.00","      72097"
"SUNPHARMA","EQ","21-Aug-2019","        420.90","        421.00","        425.85","        413.60","        415.65","        417.00","        418.96","    5120294","          2145184872.00","      74961"
"SUNPHARMA","EQ","22-Aug-2019","        417.00","        416.70","        420.75","        408.50","        413.00","        414.55","        415.12","    5299316","          2199829453.65","      94123"
