"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HDFC","EQ","25-Apr-2019","       1980.40","       1987.55","       1998.80","       1946.55","       1951.45","       1955.15","       1970.35","    4162465","          8201507876.50","     136733","    2807343","         67.44"
"HDFC","EQ","26-Apr-2019","       1955.15","       1959.30","       1982.15","       1941.60","       1976.95","       1977.40","       1963.96","    2094836","          4114177193.20","     102041","    1440081","         68.74"
"HDFC","EQ","30-Apr-2019","       1977.40","       1977.40","       1999.85","       1954.20","       1995.55","       1995.05","       1976.43","    3675345","          7264044960.40","     122095","    2606623","         70.92"
"HDFC","EQ","02-May-2019","       1995.05","       1995.00","       2027.90","       1989.25","       2018.00","       2017.40","       2012.44","    2380823","          4791258031.10","     124835","    1428794","         60.01"
"HDFC","EQ","03-May-2019","       2017.40","       2017.50","       2037.60","       2000.00","       2002.80","       2006.40","       2020.47","    1451357","          2932422228.85","      80223","     850504","         58.60"
"HDFC","EQ","06-May-2019","       2006.40","       1987.25","       1993.95","       1957.00","       1965.90","       1965.45","       1967.93","    2216418","          4361747527.40","      89509","    1394023","         62.90"
"HDFC","EQ","07-May-2019","       1965.45","       1974.80","       2009.15","       1959.20","       1964.50","       1966.30","       1983.01","    2683956","          5322315113.40","     114029","    1522276","         56.72"
"HDFC","EQ","08-May-2019","       1966.30","       1964.50","       1964.50","       1925.05","       1930.10","       1930.75","       1941.55","    3626183","          7040421902.80","     151779","    2378973","         65.61"
"HDFC","EQ","09-May-2019","       1930.75","       1926.00","       1931.60","       1901.30","       1914.15","       1914.60","       1918.15","    1932792","          3707381697.90","     130444","    1132999","         58.62"
"HDFC","EQ","10-May-2019","       1914.60","       1915.25","       1956.00","       1910.75","       1926.80","       1931.70","       1936.05","    1628923","          3153681605.60","      97684","     811832","         49.84"
"HDFC","EQ","13-May-2019","       1931.70","       1926.10","       1984.40","       1917.85","       1957.00","       1952.90","       1958.85","    4509527","          8833503907.25","     139299","    1332224","         29.54"
"HDFC","EQ","14-May-2019","       1952.90","       1961.00","       1989.80","       1924.25","       1964.20","       1965.20","       1951.75","    4304854","          8402005466.05","     158101","    2374347","         55.16"
"HDFC","EQ","15-May-2019","       1965.20","       1975.00","       1979.95","       1937.50","       1939.50","       1944.95","       1961.65","    2371807","          4652647416.80","     114555","    1282986","         54.09"
"HDFC","EQ","16-May-2019","       1944.95","       1954.00","       1954.00","       1923.30","       1945.10","       1942.10","       1935.38","    2527762","          4892189188.15","     151697","    1489760","         58.94"
"HDFC","EQ","17-May-2019","       1942.10","       1941.00","       1997.95","       1938.55","       1996.00","       1993.65","       1980.19","    2328374","          4610615362.50","     140080","    1234416","         53.02"
"HDFC","EQ","20-May-2019","       1993.65","       2030.50","       2135.50","       2030.00","       2120.05","       2122.50","       2093.43","    6214064","         13008731531.50","     197428","    4036207","         64.95"
"HDFC","EQ","21-May-2019","       2122.50","       2141.20","       2178.90","       2104.10","       2118.00","       2114.50","       2145.11","    5575430","         11959904833.95","     246995","    3565221","         63.95"
"HDFC","EQ","22-May-2019","       2114.50","       2124.00","       2155.20","       2119.00","       2141.55","       2138.80","       2138.55","    3076404","          6579043337.90","     177513","    1843624","         59.93"
"HDFC","EQ","23-May-2019","       2138.80","       2174.00","       2210.00","       2103.30","       2128.95","       2114.40","       2168.72","    7619751","         16525096718.90","     314169","    4744033","         62.26"
"HDFC","EQ","24-May-2019","       2114.40","       2125.00","       2151.90","       2095.00","       2123.00","       2123.40","       2120.74","    3307188","          7013698653.10","     144719","    1769591","         53.51"
"HDFC","EQ","27-May-2019","       2123.40","       2129.95","       2187.50","       2116.20","       2159.30","       2165.30","       2161.74","    3886480","          8401552264.40","     154680","    2302288","         59.24"
"HDFC","EQ","28-May-2019","       2165.30","       2167.00","       2169.75","       2114.00","       2158.00","       2147.85","       2140.11","    7177003","         15359556302.15","     231249","    5324657","         74.19"
"HDFC","EQ","29-May-2019","       2147.85","       2150.10","       2170.00","       2135.00","       2144.00","       2147.45","       2150.97","    3085215","          6636207522.15","     156903","    2063427","         66.88"
"HDFC","EQ","30-May-2019","       2147.45","       2141.40","       2189.45","       2130.00","       2179.10","       2184.40","       2169.63","    3766742","          8172443832.95","     133065","    2042344","         54.22"
"HDFC","EQ","31-May-2019","       2184.40","       2190.00","       2197.00","       2140.05","       2184.00","       2182.65","       2180.23","    5769576","         12578978929.10","     207260","    3973878","         68.88"
"HDFC","EQ","03-Jun-2019","       2182.65","       2200.00","       2235.00","       2192.70","       2230.35","       2230.45","       2217.73","    3673925","          8147780949.05","     110536","    2321314","         63.18"
"HDFC","EQ","04-Jun-2019","       2230.45","       2220.00","       2233.90","       2209.00","       2229.15","       2223.95","       2222.85","    2430870","          5403454602.40","     117466","    1388917","         57.14"
"HDFC","EQ","06-Jun-2019","       2223.95","       2230.00","       2231.00","       2171.65","       2184.00","       2183.45","       2200.67","    3888312","          8556883096.25","     188097","    2876772","         73.99"
"HDFC","EQ","07-Jun-2019","       2183.45","       2190.00","       2217.75","       2168.40","       2207.00","       2210.85","       2191.61","    1951213","          4276290297.40","     138918","    1025465","         52.56"
"HDFC","EQ","10-Jun-2019","       2210.85","       2215.25","       2224.80","       2175.45","       2192.00","       2194.05","       2193.98","    2484187","          5450265811.65","     139805","    1493083","         60.10"
"HDFC","EQ","11-Jun-2019","       2194.05","       2202.25","       2204.00","       2181.00","       2184.55","       2189.85","       2192.02","    2393325","          5246218674.15","     136438","    1458166","         60.93"
"HDFC","EQ","12-Jun-2019","       2189.85","       2187.50","       2188.10","       2162.00","       2185.00","       2181.95","       2174.02","    2223012","          4832877940.15","     108086","    1112596","         50.05"
"HDFC","EQ","13-Jun-2019","       2181.95","       2180.00","       2200.80","       2161.35","       2196.00","       2197.50","       2182.23","    2691171","          5872764580.60","     135131","    1513814","         56.25"
"HDFC","EQ","14-Jun-2019","       2197.50","       2204.50","       2207.55","       2177.15","       2182.95","       2185.85","       2189.80","    2162503","          4735458397.15","     109072","    1238532","         57.27"
"HDFC","EQ","17-Jun-2019","       2185.85","       2193.00","       2193.00","       2164.00","       2177.00","       2173.00","       2173.16","    2058409","          4473259628.95","      91779","    1315595","         63.25"
"HDFC","EQ","18-Jun-2019","       2173.00","       2178.90","       2194.60","       2134.65","       2156.00","       2153.00","       2165.07","    3405935","          7374097865.10","     190547","    2029600","         58.79"
